Book,Line,Locus,Hero,Epithet,Speaker,Addressee,Greek
19,215,19.215,ΟΔΥΣΣΕΥΣ,πολύμητις,,,τὸν δ’ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς·
19,216,19.216,ΑΧΙΛΛΕΥΣ,μέγα,Odysseus,Achilles,"ὦ Ἀχιλεῦ Πηλῆος υἱὲ μέγα φέρτατ’ Ἀχαιῶν,"
19,216,19.216,ΑΧΙΛΛΕΥΣ,φέρτατ’,Odysseus,Achilles,"ὦ Ἀχιλεῦ Πηλῆος υἱὲ μέγα φέρτατ’ Ἀχαιῶν,"
19,241,19.241,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδαο,,,βὰν δ’ ἴμεν ἐς κλισίην Ἀγαμέμνονος Ἀτρεΐδαο.
19,252,19.252,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδης,,,"Ἀτρεΐδης δὲ ἐρυσσάμενος χείρεσσι μάχαιραν,"
19,272,19.272,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδης,Achilles,Zeus,"Ἀτρεΐδης ὤρινε διαμπερές, οὐδέ κε κούρην"
19,279,19.279,ΑΧΙΛΛΕΥΣ,θείοιο,,,βὰν δ’ ἐπὶ νῆα φέροντες Ἀχιλλῆος θείοιο.
19,283,19.283,ΠΑΤΡΟΚΛΟΣ,δεδαϊγμένον,,,"ὡς ἴδε Πάτροκλον δεδαϊγμένον ὀξέϊ χαλκῷ,"
19,295,19.295,ΑΧΙΛΛΕΥΣ,ὠκὺς,Briseis,Patroclus,"οὐδὲ μὲν οὐδέ μ’ ἔασκες, ὅτ’ ἄνδρ’ ἐμὸν ὠκὺς Ἀχιλλεὺς"
19,297,19.297,ΑΧΙΛΛΕΥΣ,θείοιο,Briseis,Patroclus,"κλαίειν, ἀλλά μ’ ἔφασκες Ἀχιλλῆος θείοιο"
19,310,19.310,ΟΔΥΣΣΕΥΣ,δῖος,,,δοιὼ δ’ Ἀτρεΐδα μενέτην καὶ δῖος Ὀδυσσεὺς
19,311,19.311,ΙΔΟΜΕΝΕΥΣ,γέρων,,,Νέστωρ Ἰδομενεύς τε γέρων θ’ ἱππηλάτα Φοῖνιξ
19,325,19.325,ΕΛΕΝΟΣ,ῥιγεδανῆς,Achilles,Patroclus,εἵνεκα ῥιγεδανῆς Ἑλένης Τρωσὶν πολεμίζω·
19,343,19.343,ΑΧΙΛΛΕΥΣ,πάγχυ,Zeus,Athena,ἦ νύ τοι οὐκέτι πάγχυ μετὰ φρεσὶ μέμβλετ’ Ἀχιλλεύς;
19,364,19.364,ΑΧΙΛΛΕΥΣ,δῖος,,,ἀνδρῶν· ἐν δὲ μέσοισι κορύσσετο δῖος Ἀχιλλεύς.
19,379,19.379,ΑΧΙΛΛΕΥΣ,σάκεος,,,ὣς ἀπ’ Ἀχιλλῆος σάκεος σέλας αἰθέρ’ ἵκανε
19,384,19.384,ΑΧΙΛΛΕΥΣ,δῖος,,,"πειρήθη δ’ ἕο αὐτοῦ ἐν ἔντεσι δῖος Ἀχιλλεύς,"
19,389,19.389,ΑΧΙΛΛΕΥΣ,οἶος,,,"πάλλειν, ἀλλά μιν οἶος ἐπίστατο πῆλαι Ἀχιλλεύς·"
19,403,19.403,ΠΑΤΡΟΚΛΟΣ,αὐτόθι,Achilles,Balios; Xanthos,μηδ’ ὡς Πάτροκλον λίπετ’ αὐτόθι τεθνηῶτα.
19,408,19.408,ΑΧΙΛΛΕΥΣ,ὄβριμ’,Balios; Xanthos,Achilles,καὶ λίην σ’ ἔτι νῦν γε σαώσομεν ὄβριμ’ Ἀχιλλεῦ·
19,419,19.419,ΑΧΙΛΛΕΥΣ,ὠκὺς,,,τὸν δὲ μέγ’ ὀχθήσας προσέφη πόδας ὠκὺς Ἀχιλλεύς·
19,419,19.419,ΑΧΙΛΛΕΥΣ,πόδας ὠκὺς,,,τὸν δὲ μέγ’ ὀχθήσας προσέφη πόδας ὠκὺς Ἀχιλλεύς·
20,26,20.26,ΑΧΙΛΛΕΥΣ,οἶος,Zeus,Poseidon,εἰ γὰρ Ἀχιλλεὺς οἶος ἐπὶ Τρώεσσι μαχεῖται
20,42,20.42,ΑΧΙΛΛΕΥΣ,οὕνεκ’,,,"τεῖος Ἀχαιοὶ μὲν μέγα κύδανον, οὕνεκ’ Ἀχιλλεὺς"
20,86,20.86,ΑΙΝΕΙΑΣ,αὖτ’,,,τὸν δ’ αὖτ’ Αἰνείας ἀπαμειβόμενος προσέειπε·
20,160,20.160,ΑΙΝΕΙΑΣ,Ἀγχισιάδης,,,Αἰνείας τ’ Ἀγχισιάδης καὶ δῖος Ἀχιλλεύς.
20,160,20.160,ΑΧΙΛΛΕΥΣ,δῖος,,,Αἰνείας τ’ Ἀγχισιάδης καὶ δῖος Ἀχιλλεύς.
20,161,20.161,ΑΙΝΕΙΑΣ,πρῶτος,,,Αἰνείας δὲ πρῶτος ἀπειλήσας ἐβεβήκει
20,164,20.164,ΑΧΙΛΛΕΥΣ,Πηλεΐδης,,,Πηλεΐδης δ’ ἑτέρωθεν ἐναντίον ὦρτο λέων ὣς
20,177,20.177,ΑΧΙΛΛΕΥΣ,πρότερος,,,τὸν πρότερος προσέειπε ποδάρκης δῖος Ἀχιλλεύς·
20,177,20.177,ΑΧΙΛΛΕΥΣ,ποδάρκης,,,τὸν πρότερος προσέειπε ποδάρκης δῖος Ἀχιλλεύς·
20,177,20.177,ΑΧΙΛΛΕΥΣ,δῖος,,,τὸν πρότερος προσέειπε ποδάρκης δῖος Ἀχιλλεύς·
20,240,20.240,ΕΚΤΩΡ,δῖον,Aeneas,Achilles,"αὐτὰρ ἔμ’ Ἀγχίσης, Πρίαμος δ’ ἔτεχ’ Ἕκτορα δῖον."
20,261,20.261,ΑΧΙΛΛΕΥΣ,Πηλεΐδης,,,Πηλεΐδης δὲ σάκος μὲν ἀπὸ ἕο χειρὶ παχείῃ
20,273,20.273,ΑΧΙΛΛΕΥΣ,δεύτερος,,,"δεύτερος αὖτ’ Ἀχιλεὺς προΐει δολιχόσκιον ἔγχος,"
20,290,20.290,ΑΧΙΛΛΕΥΣ,Πηλεΐδης,,,"τὸν δέ κε Πηλεΐδης σχεδὸν ἄορι θυμὸν ἀπηύρα,"
20,301,20.301,ΑΧΙΛΛΕΥΣ,Κρονίδης,Poseidon,gods,"μή πως καὶ Κρονίδης κεχολώσεται, αἴ κεν Ἀχιλλεὺς"
20,312,20.312,ΑΧΙΛΛΕΥΣ,Πηλεΐδῃ,Hera,Poseidon,"Πηλεΐδῃ Ἀχιλῆϊ δαμήμεναι, ἐσθλὸν ἐόντα."
20,320,20.320,ΑΧΙΛΛΕΥΣ,κλυτὸς,,,ἷξε δ’ ὅθ’ Αἰνείας ἠδ’ ὃ κλυτὸς ἦεν Ἀχιλλεύς.
20,322,20.322,ΑΧΙΛΛΕΥΣ,Πηλεΐδῃ,,,Πηλεΐδῃ Ἀχιλῆϊ· ὃ δὲ μελίην εὔχαλκον
20,364,20.364,ΕΚΤΩΡ,φαίδιμος,,,ὣς φάτ’ ἐποτρύνων· Τρώεσσι δὲ φαίδιμος Ἕκτωρ
20,365,20.365,ΑΧΙΛΛΕΥΣ,ἄντ’,,,"κέκλεθ’ ὁμοκλήσας, φάτο δ’ ἴμεναι ἄντ’ Ἀχιλῆος·"
20,386,20.386,ΑΧΙΛΛΕΥΣ,δῖος,,,τὸν δ’ ἰθὺς μεμαῶτα βάλ’ ἔγχεϊ δῖος Ἀχιλλεὺς
20,388,20.388,ΑΧΙΛΛΕΥΣ,δῖος,,,"δούπησεν δὲ πεσών, ὃ δ’ ἐπεύξατο δῖος Ἀχιλλεύς·"
20,413,20.413,ΑΧΙΛΛΕΥΣ,ποδάρκης,,,τὸν βάλε μέσσον ἄκοντι ποδάρκης δῖος Ἀχιλλεὺς
20,413,20.413,ΑΧΙΛΛΕΥΣ,δῖος,,,τὸν βάλε μέσσον ἄκοντι ποδάρκης δῖος Ἀχιλλεὺς
20,423,20.423,ΑΧΙΛΛΕΥΣ,εἴκελος,,,ὀξὺ δόρυ κραδάων φλογὶ εἴκελος· αὐτὰρ Ἀχιλλεὺς
20,428,20.428,ΕΚΤΩΡ,δῖον,,,"ἦ, καὶ ὑπόδρα ἰδὼν προσεφώνεεν Ἕκτορα δῖον·"
20,430,20.430,ΕΚΤΩΡ,κορυθαίολος,,,τὸν δ’ οὐ ταρβήσας προσέφη κορυθαίολος Ἕκτωρ·
20,439,20.439,ΑΧΙΛΛΕΥΣ,κυδαλίμοιο,,,πνοιῇ Ἀχιλλῆος πάλιν ἔτραπε κυδαλίμοιο
20,440,20.440,ΕΚΤΩΡ,δῖον,,,"ἦκα μάλα ψύξασα· τὸ δ’ ἂψ ἵκεθ’ Ἕκτορα δῖον,"
20,445,20.445,ΑΧΙΛΛΕΥΣ,ποδάρκης,,,τρὶς μὲν ἔπειτ’ ἐπόρουσε ποδάρκης δῖος Ἀχιλλεὺς
20,445,20.445,ΑΧΙΛΛΕΥΣ,δῖος,,,τρὶς μὲν ἔπειτ’ ἐπόρουσε ποδάρκης δῖος Ἀχιλλεὺς
20,498,20.498,ΑΧΙΛΛΕΥΣ,μεγαθύμου,,,ὣς ὑπ’ Ἀχιλλῆος μεγαθύμου μώνυχες ἵπποι
20,503,20.503,ΑΧΙΛΛΕΥΣ,Πηλεΐδης,,,"Πηλεΐδης, λύθρῳ δὲ παλάσσετο χεῖρας ἀάπτους."
21,5,21.5,ΕΚΤΩΡ,φαίδιμος,,,"ἤματι τῷ προτέρῳ, ὅτε μαίνετο φαίδιμος Ἕκτωρ·"
21,15,21.15,ΑΧΙΛΛΕΥΣ,βαθυδινήεντος,,,ὣς ὑπ’ Ἀχιλλῆος Ξάνθου βαθυδινήεντος
21,28,21.28,ΠΑΤΡΟΚΛΟΣ,Μενοιτιάδαο,,,ποινὴν Πατρόκλοιο Μενοιτιάδαο θανόντος·
21,28,21.28,ΠΑΤΡΟΚΛΟΣ,θανόντος,,,ποινὴν Πατρόκλοιο Μενοιτιάδαο θανόντος·
21,39,21.39,ΑΧΙΛΛΕΥΣ,δῖος,,,τῷ δ’ ἄρ’ ἀνώϊστον κακὸν ἤλυθε δῖος Ἀχιλλεύς.
21,49,21.49,ΑΧΙΛΛΕΥΣ,ποδάρκης,,,τὸν δ’ ὡς οὖν ἐνόησε ποδάρκης δῖος Ἀχιλλεὺς
21,49,21.49,ΑΧΙΛΛΕΥΣ,δῖος,,,τὸν δ’ ὡς οὖν ἐνόησε ποδάρκης δῖος Ἀχιλλεὺς
21,67,21.67,ΑΧΙΛΛΕΥΣ,δῖος,,,ἤτοι ὃ μὲν δόρυ μακρὸν ἀνέσχετο δῖος Ἀχιλλεὺς
21,97,21.97,ΠΡΙΑΜΟΣ,φαίδιμος,,,ὣς ἄρα μιν Πριάμοιο προσηύδα φαίδιμος υἱὸς
21,116,21.116,ΑΧΙΛΛΕΥΣ,ἀμφοτέρας,,,ἀμφοτέρας· Ἀχιλεὺς δὲ ἐρυσσάμενος ξίφος ὀξὺ
21,138,21.138,ΑΧΙΛΛΕΥΣ,δῖον,,,"δῖον Ἀχιλλῆα, Τρώεσσι δὲ λοιγὸν ἀλάλκοι."
21,144,21.144,ΑΧΙΛΛΕΥΣ,ἀντίος,,,"τῷ ῥ’ Ἀχιλεὺς ἐπόρουσεν, ὃ δ’ ἀντίος ἐκ ποταμοῖο"
21,149,21.149,ΑΧΙΛΛΕΥΣ,πρότερος,,,τὸν πρότερος προσέειπε ποδάρκης δῖος Ἀχιλλεύς·
21,149,21.149,ΑΧΙΛΛΕΥΣ,ποδάρκης,,,τὸν πρότερος προσέειπε ποδάρκης δῖος Ἀχιλλεύς·
21,149,21.149,ΑΧΙΛΛΕΥΣ,δῖος,,,τὸν πρότερος προσέειπε ποδάρκης δῖος Ἀχιλλεύς·
21,160,21.160,ΑΧΙΛΛΕΥΣ,φαίδιμ’,Asteropaeus,Achilles,γείνασθαι· νῦν αὖτε μαχώμεθα φαίδιμ’ Ἀχιλλεῦ.
21,161,21.161,ΑΧΙΛΛΕΥΣ,δῖος,,,"ὣς φάτ’ ἀπειλήσας, ὃ δ’ ἀνέσχετο δῖος Ἀχιλλεὺς"
21,169,21.169,ΑΧΙΛΛΕΥΣ,δεύτερος,,,δεύτερος αὖτ’ Ἀχιλεὺς μελίην ἰθυπτίωνα
21,173,21.173,ΑΧΙΛΛΕΥΣ,Πηλεΐδης,,,Πηλεΐδης δ’ ἄορ ὀξὺ ἐρυσσάμενος παρὰ μηροῦ
21,174,21.174,ΑΧΙΛΛΕΥΣ,μελίην,,,ἆλτ’ ἐπί οἱ μεμαώς· ὃ δ’ ἄρα μελίην Ἀχιλῆος
21,211,21.211,ΑΧΙΛΛΕΥΣ,ὠκὺς,,,"καί νύ κ’ ἔτι πλέονας κτάνε Παίονας ὠκὺς Ἀχιλλεύς,"
21,222,21.222,ΑΧΙΛΛΕΥΣ,ὠκὺς,,,τὸν δ’ ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς·
21,222,21.222,ΑΧΙΛΛΕΥΣ,πόδας ὠκὺς,,,τὸν δ’ ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς·
21,233,21.233,ΑΧΙΛΛΕΥΣ,δουρικλυτὸς,,,"ἦ, καὶ Ἀχιλλεὺς μὲν δουρικλυτὸς ἔνθορε μέσσῳ"
21,250,21.250,ΑΧΙΛΛΕΥΣ,δῖον,,,"δῖον Ἀχιλλῆα, Τρώεσσι δὲ λοιγὸν ἀλάλκοι."
21,251,21.251,ΑΧΙΛΛΕΥΣ,Πηλεΐδης,,,"Πηλεΐδης δ’ ἀπόρουσεν ὅσον τ’ ἐπὶ δουρὸς ἐρωή,"
21,265,21.265,ΑΧΙΛΛΕΥΣ,ποδάρκης,,,ὁσσάκι δ’ ὁρμήσειε ποδάρκης δῖος Ἀχιλλεὺς
21,265,21.265,ΑΧΙΛΛΕΥΣ,δῖος,,,ὁσσάκι δ’ ὁρμήσειε ποδάρκης δῖος Ἀχιλλεὺς
21,272,21.272,ΑΧΙΛΛΕΥΣ,Πηλεΐδης,,,Πηλεΐδης δ’ ᾤμωξεν ἰδὼν εἰς οὐρανὸν εὐρύν·
21,359,21.359,ΑΧΙΛΛΕΥΣ,αὐτίκα,Scamander,Hephaestus,"λῆγ’ ἔριδος, Τρῶας δὲ καὶ αὐτίκα δῖος Ἀχιλλεὺς"
21,359,21.359,ΑΧΙΛΛΕΥΣ,δῖος,Scamander,Hephaestus,"λῆγ’ ἔριδος, Τρῶας δὲ καὶ αὐτίκα δῖος Ἀχιλλεὺς"
21,396,21.396,ΔΙΟΜΗΔΗΣ,Τυδεΐδην,Ares,Athena,ἦ οὐ μέμνῃ ὅτε Τυδεΐδην Διομήδε’ ἀνῆκας
21,526,21.526,ΠΡΙΑΜΟΣ,γέρων,,,"ἑστήκει δ’ ὃ γέρων Πρίαμος θείου ἐπὶ πύργου,"
21,527,21.527,ΑΧΙΛΛΕΥΣ,πελώριον,,,ἐς δ’ ἐνόησ’ Ἀχιλῆα πελώριον· αὐτὰρ ὑπ’ αὐτοῦ
21,550,21.550,ΑΧΙΛΛΕΥΣ,πτολίπορθον,,,αὐτὰρ ὅ γ’ ὡς ἐνόησεν Ἀχιλλῆα πτολίπορθον
21,553,21.553,ΑΧΙΛΛΕΥΣ,κρατεροῦ,Agenor,Agenor,ὤ μοι ἐγών· εἰ μέν κεν ὑπὸ κρατεροῦ Ἀχιλῆος
21,557,21.557,ΑΧΙΛΛΕΥΣ,Πηλεΐδῃ,Agenor,Agenor,"Πηλεΐδῃ Ἀχιλῆϊ, ποσὶν δ’ ἀπὸ τείχεος ἄλλῃ"
21,583,21.583,ΑΧΙΛΛΕΥΣ,φαίδιμ’,Agenor,Achilles,ἦ δή που μάλ’ ἔολπας ἐνὶ φρεσὶ φαίδιμ’ Ἀχιλλεῦ
21,595,21.595,ΑΧΙΛΛΕΥΣ,Πηλεΐδης,,,Πηλεΐδης δ’ ὁρμήσατ’ Ἀγήνορος ἀντιθέοιο
21,595,21.595,ΑΧΙΛΛΕΥΣ,ἀντιθέοιο,,,Πηλεΐδης δ’ ὁρμήσατ’ Ἀγήνορος ἀντιθέοιο
22,14,22.14,ΑΧΙΛΛΕΥΣ,ὠκὺς,,,τὸν δὲ μέγ’ ὀχθήσας προσέφη πόδας ὠκὺς Ἀχιλλεύς·
22,14,22.14,ΑΧΙΛΛΕΥΣ,πόδας ὠκὺς,,,τὸν δὲ μέγ’ ὀχθήσας προσέφη πόδας ὠκὺς Ἀχιλλεύς·
22,25,22.25,ΠΡΙΑΜΟΣ,γέρων,,,τὸν δ’ ὃ γέρων Πρίαμος πρῶτος ἴδεν ὀφθαλμοῖσι
22,25,22.25,ΠΡΙΑΜΟΣ,πρῶτος,,,τὸν δ’ ὃ γέρων Πρίαμος πρῶτος ἴδεν ὀφθαλμοῖσι
22,38,22.38,ΕΚΤΩΡ,μίμνε,Priam,Hector,Ἕκτορ μή μοι μίμνε φίλον τέκος ἀνέρα τοῦτον
22,82,22.82,ΕΚΤΩΡ,τέκνον,Hecuba,Hector,Ἕκτορ τέκνον ἐμὸν τάδε τ’ αἴδεο καί μ’ ἐλέησον
22,92,22.92,ΑΧΙΛΛΕΥΣ,πελώριον,,,ἀλλ’ ὅ γε μίμν’ Ἀχιλῆα πελώριον ἆσσον ἰόντα.
22,92,22.92,ΑΧΙΛΛΕΥΣ,ἰόντα,,,ἀλλ’ ὅ γε μίμν’ Ἀχιλῆα πελώριον ἆσσον ἰόντα.
22,102,22.102,ΑΧΙΛΛΕΥΣ,δῖος,Hector,Hector,νύχθ’ ὕπο τήνδ’ ὀλοὴν ὅτε τ’ ὤρετο δῖος Ἀχιλλεύς.
22,113,22.113,ΑΧΙΛΛΕΥΣ,ἀμύμονος,Hector,Hector,αὐτὸς ἰὼν Ἀχιλῆος ἀμύμονος ἀντίος ἔλθω
22,117,22.117,ΑΓΑΜΕΜΝΩΝ,Ἀτρεΐδῃσιν,Hector,Hector,"δωσέμεν Ἀτρεΐδῃσιν ἄγειν, ἅμα δ’ ἀμφὶς Ἀχαιοῖς"
22,138,22.138,ΑΧΙΛΛΕΥΣ,Πηλεΐδης,,,Πηλεΐδης δ’ ἐπόρουσε ποσὶ κραιπνοῖσι πεποιθώς.
22,138,22.138,ΑΧΙΛΛΕΥΣ,πεποιθώς,,,Πηλεΐδης δ’ ἐπόρουσε ποσὶ κραιπνοῖσι πεποιθώς.
22,161,22.161,ΕΚΤΩΡ,ἱπποδάμοιο,,,ἀλλὰ περὶ ψυχῆς θέον Ἕκτορος ἱπποδάμοιο.
22,172,22.172,ΑΧΙΛΛΕΥΣ,δῖος,Zeus,gods,ἐν πόλει ἀκροτάτῃ· νῦν αὖτέ ἑ δῖος Ἀχιλλεὺς
22,173,22.173,ΠΡΙΑΜΟΣ,ταχέεσσι,Zeus,gods,ἄστυ πέρι Πριάμοιο ποσὶν ταχέεσσι διώκει.
22,176,22.176,ΑΧΙΛΛΕΥΣ,Πηλεΐδῃ,Zeus,gods,Πηλεΐδῃ Ἀχιλῆϊ δαμάσσομεν ἐσθλὸν ἐόντα.
22,188,22.188,ΑΧΙΛΛΕΥΣ,ὠκὺς,,,Ἕκτορα δ’ ἀσπερχὲς κλονέων ἔφεπ’ ὠκὺς Ἀχιλλεύς.
22,193,22.193,ΕΚΤΩΡ,ποδώκεα,,,ὣς Ἕκτωρ οὐ λῆθε ποδώκεα Πηλεΐωνα.
22,205,22.205,ΑΧΙΛΛΕΥΣ,δῖος,,,"λαοῖσιν δ’ ἀνένευε καρήατι δῖος Ἀχιλλεύς,"
22,211,22.211,ΕΚΤΩΡ,ἱπποδάμοιο,,,"τὴν μὲν Ἀχιλλῆος, τὴν δ’ Ἕκτορος ἱπποδάμοιο,"
22,216,22.216,ΑΧΙΛΛΕΥΣ,φαίδιμ’,Athena,Achilles,νῦν δὴ νῶι ἔολπα Διῒ φίλε φαίδιμ’ Ἀχιλλεῦ
22,226,22.226,ΕΚΤΩΡ,δῖον,,,"ἣ δ’ ἄρα τὸν μὲν ἔλειπε, κιχήσατο δ’ Ἕκτορα δῖον"
22,229,22.229,ΑΧΙΛΛΕΥΣ,ὠκὺς,Athena-Deiphobus,Hector,ἠθεῖ’ ἦ μάλα δή σε βιάζεται ὠκὺς Ἀχιλλεὺς
22,230,22.230,ΠΡΙΑΜΟΣ,ταχέεσσι,Athena-Deiphobus,Hector,ἄστυ πέρι Πριάμοιο ποσὶν ταχέεσσι διώκων·
22,232,22.232,ΕΚΤΩΡ,μέγας,,,τὴν δ’ αὖτε προσέειπε μέγας κορυθαίολος Ἕκτωρ·
22,232,22.232,ΕΚΤΩΡ,κορυθαίολος,,,τὴν δ’ αὖτε προσέειπε μέγας κορυθαίολος Ἕκτωρ·
22,249,22.249,ΕΚΤΩΡ,πρότερος,,,τὸν πρότερος προσέειπε μέγας κορυθαίολος Ἕκτωρ·
22,249,22.249,ΕΚΤΩΡ,μέγας,,,τὸν πρότερος προσέειπε μέγας κορυθαίολος Ἕκτωρ·
22,249,22.249,ΕΚΤΩΡ,κορυθαίολος,,,τὸν πρότερος προσέειπε μέγας κορυθαίολος Ἕκτωρ·
22,260,22.260,ΑΧΙΛΛΕΥΣ,ὠκὺς,,,τὸν δ’ ἄρ’ ὑπόδρα ἰδὼν προσέφη πόδας ὠκὺς Ἀχιλλεύς·
22,260,22.260,ΑΧΙΛΛΕΥΣ,πόδας ὠκὺς,,,τὸν δ’ ἄρ’ ὑπόδρα ἰδὼν προσέφη πόδας ὠκὺς Ἀχιλλεύς·
22,261,22.261,ΕΚΤΩΡ,ἄλαστε,Achilles,Hector,Ἕκτορ μή μοι ἄλαστε συνημοσύνας ἀγόρευε·
22,274,22.274,ΕΚΤΩΡ,φαίδιμος,,,καὶ τὸ μὲν ἄντα ἰδὼν ἠλεύατο φαίδιμος Ἕκτωρ·
22,279,22.279,ΑΧΙΛΛΕΥΣ,ἐπιείκελ’,Hector,Achilles,"ἤμβροτες, οὐδ’ ἄρα πώ τι θεοῖς ἐπιείκελ’ Ἀχιλλεῦ"
22,291,22.291,ΕΚΤΩΡ,δ’,,,τῆλε δ’ ἀπεπλάγχθη σάκεος δόρυ· χώσατο δ’ Ἕκτωρ
22,312,22.312,ΑΧΙΛΛΕΥΣ,μένεος,,,"ὁρμήθη δ’ Ἀχιλεύς, μένεος δ’ ἐμπλήσατο θυμὸν"
22,320,22.320,ΕΚΤΩΡ,δίῳ,,,πάλλεν δεξιτερῇ φρονέων κακὸν Ἕκτορι δίῳ
22,326,22.326,ΑΧΙΛΛΕΥΣ,δῖος,,,"τῇ ῥ’ ἐπὶ οἷ μεμαῶτ’ ἔλασ’ ἔγχεϊ δῖος Ἀχιλλεύς,"
22,330,22.330,ΑΧΙΛΛΕΥΣ,δῖος,,,ἤριπε δ’ ἐν κονίῃς· ὃ δ’ ἐπεύξατο δῖος Ἀχιλλεύς·
22,337,22.337,ΕΚΤΩΡ,κορυθαίολος,,,τὸν δ’ ὀλιγοδρανέων προσέφη κορυθαίολος Ἕκτωρ·
22,344,22.344,ΑΧΙΛΛΕΥΣ,ὠκὺς,,,τὸν δ’ ἄρ’ ὑπόδρα ἰδὼν προσέφη πόδας ὠκὺς Ἀχιλλεὺς·
22,344,22.344,ΑΧΙΛΛΕΥΣ,πόδας ὠκὺς,,,τὸν δ’ ἄρ’ ὑπόδρα ἰδὼν προσέφη πόδας ὠκὺς Ἀχιλλεὺς·
22,352,22.352,ΠΡΙΑΜΟΣ,Δαρδανίδης,Achilles,Hector,Δαρδανίδης Πρίαμος· οὐδ’ ὧς σέ γε πότνια μήτηρ
22,355,22.355,ΕΚΤΩΡ,κορυθαίολος,,,τὸν δὲ καταθνῄσκων προσέφη κορυθαίολος Ἕκτωρ·
22,364,22.364,ΑΧΙΛΛΕΥΣ,δῖος,,,τὸν καὶ τεθνηῶτα προσηύδα δῖος Ἀχιλλεύς·
22,376,22.376,ΑΧΙΛΛΕΥΣ,ποδάρκης,,,"τὸν δ’ ἐπεὶ ἐξενάριξε ποδάρκης δῖος Ἀχιλλεύς,"
22,376,22.376,ΑΧΙΛΛΕΥΣ,δῖος,,,"τὸν δ’ ἐπεὶ ἐξενάριξε ποδάρκης δῖος Ἀχιλλεύς,"
22,393,22.393,ΕΚΤΩΡ,δῖον,Achilles,Greeks,"ἠράμεθα μέγα κῦδος· ἐπέφνομεν Ἕκτορα δῖον,"
22,395,22.395,ΕΚΤΩΡ,δῖον,,,"ἦ ῥα, καὶ Ἕκτορα δῖον ἀεικέα μήδετο ἔργα."
22,455,22.455,ΑΧΙΛΛΕΥΣ,δῖος,Andromache,servants,δείδω μὴ δή μοι θρασὺν Ἕκτορα δῖος Ἀχιλλεὺς
22,455,22.455,ΕΚΤΩΡ,θρασὺν,Andromache,servants,δείδω μὴ δή μοι θρασὺν Ἕκτορα δῖος Ἀχιλλεὺς
22,471,22.471,ΕΚΤΩΡ,κορυθαίολος,,,ἤματι τῷ ὅτε μιν κορυθαίολος ἠγάγεθ’ Ἕκτωρ
23,17,23.17,ΑΧΙΛΛΕΥΣ,Πηλεΐδης,,,τοῖσι δὲ Πηλεΐδης ἁδινοῦ ἐξῆρχε γόοιο
23,24,23.24,ΕΚΤΩΡ,δῖον,,,ἦ ῥα καὶ Ἕκτορα δῖον ἀεικέα μήδετο ἔργα
23,49,23.49,ΑΓΑΜΕΜΝΩΝ,ἄναξ ἀνδρῶν,Achilles,Agamemnon,ἠῶθεν δ’ ὄτρυνον ἄναξ ἀνδρῶν Ἀγάμεμνον
23,59,23.59,ΑΧΙΛΛΕΥΣ,Πηλεΐδης,,,Πηλεΐδης δ’ ἐπὶ θινὶ πολυφλοίσβοιο θαλάσσης
23,65,23.65,ΠΑΤΡΟΚΛΟΣ,δειλοῖο,,,ἦλθε δ’ ἐπὶ ψυχὴ Πατροκλῆος δειλοῖο
23,80,23.80,ΑΧΙΛΛΕΥΣ,ἐπιείκελ’,Patroclus,Achilles,"καὶ δὲ σοὶ αὐτῷ μοῖρα, θεοῖς ἐπιείκελ’ Ἀχιλλεῦ,"
23,83,23.83,ΑΧΙΛΛΕΥΣ,ὀστέ’,Patroclus,Achilles,"μὴ ἐμὰ σῶν ἀπάνευθε τιθήμεναι ὀστέ’ Ἀχιλλεῦ,"
23,93,23.93,ΑΧΙΛΛΕΥΣ,ὠκὺς,,,τὸν δ’ ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς·
23,93,23.93,ΑΧΙΛΛΕΥΣ,πόδας ὠκὺς,,,τὸν δ’ ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς·
23,105,23.105,ΠΑΤΡΟΚΛΟΣ,δειλοῖο,Achilles,Achilles,παννυχίη γάρ μοι Πατροκλῆος δειλοῖο
23,126,23.126,ΠΑΤΡΟΚΛΟΣ,αὐτῷ,,,φράσσατο Πατρόκλῳ μέγα ἠρίον ἠδὲ οἷ αὐτῷ.
23,136,23.136,ΑΧΙΛΛΕΥΣ,δῖος,,,κειρόμενοι· ὄπιθεν δὲ κάρη ἔχε δῖος Ἀχιλλεὺς
23,140,23.140,ΑΧΙΛΛΕΥΣ,ποδάρκης,,,ἔνθ’ αὖτ’ ἄλλ’ ἐνόησε ποδάρκης δῖος Ἀχιλλεύς·
23,140,23.140,ΑΧΙΛΛΕΥΣ,δῖος,,,ἔνθ’ αὖτ’ ἄλλ’ ἐνόησε ποδάρκης δῖος Ἀχιλλεύς·
